word,pitch
れいざん【霊山】,レ＼ーザン
れいし【令旨】［歴史］,レ＼ーシ
れいし【令姉】,レ＼ーシ
れいし【令嗣】,レ＼ーシ
れいし【麗姿】,レ＼ーシ
れいし《×霊祀》,レ＼ーシ
れいし《×茘枝》［植物］,レ＼ーシ
れいじ【例示】,レージ￣
れいじ【零時】,レ＼ージ
れいしき【礼式】,レーしキ￣
れいしつ【令室】,レーしツ￣
れいしつ【麗質】,レーしツ￣
れいじつ【例日】,レージツ￣
れいじつ【麗日】,レージツ￣
れいしゃぶ【冷しゃぶ】［食］,レーシャブ￣
れいしゅ【冷酒】,レーシュ￣
れいじゅう【霊獣】,レージュー￣
れいじゅう【隷従】,レージュー￣
れいしょ【令書】,レ＼ーショ
れいしょ【隷書】,レーショ￣
れいしょう【冷笑】,レーショー￣
れいしょう【例証】,レーショー￣
れいじょう【令状】,レージョー￣
れいじょう【令嬢】,レージョー￣
れいじょう【礼状】,レージョー￣
れいじょう【礼譲】,レージョー￣
れいじょう【霊場】,レージョー￣
れいしょく【令色】,レーショク￣
れいしょく【麗色】,レーショク￣
れいじん【霊神】,レージン￣
れいじん【麗人】,レージン￣
れいじん《×伶人》,レージン￣
れいすい【冷水】,レースイ￣
れいすい【霊水】,レースイ￣
れいすいいき【冷水域】,レース＼イイキ
れいすいか【冷水渦】,レース＼イカ
れいすいかい【冷水塊】,レース＼イカイ
れいすいまさつ【冷水摩擦】,レースイマ＼サツ
れいすいよく【冷水浴】,レース＼イヨク
れいせい【冷静】,レーセー￣
れいせいちんちゃく【冷静沈着】,レーセー￣・チンチャク￣
れいせき【霊跡】,レーセキ￣
れいせつ【礼節】,レーセツ￣
れいせん【冷泉】,レーセン￣
れいせん【冷戦】,レーセン￣
れいせん【霊泉】,レーセン￣
れいぜん【冷然】,レーゼン￣
れいぜん【霊前】,レーゼン￣
れいそう【礼装】,レーソー￣
れいぞう【冷蔵】,レーゾー￣
れいぞうこ【冷蔵庫】,レーゾ＼ーコ
れいそく【令息】,レーソク￣
れいぞく【隷属】,レーゾク￣
れいそん【令孫】,レーソン￣
れいだい【例題】,レーダイ￣
れいたいさい【例大祭】,レータ＼イサイ
れいたん【冷淡】,レータ＼ン
れいだんぼう【冷暖房】,レーダ＼ンボー
れいち【霊地】,レ＼ーチ
れいちょう【霊長】,レーチョー￣
れいちょう【霊鳥】,レーチョー￣
れいちょうるい【霊長類】,レーチョ＼ールイ
レイテ［地名］,レ＼イテ
れいてい【令弟】,レーテー￣
れいてつ【冷徹】,レーテツ￣
れいてん【零点】,レ＼ーテン
れいてん【零点】,レーテ＼ン
れいど【零度】,レ＼ード
れいとう【冷凍】,レートー￣
れいとうき【冷凍機】,レート＼ーキ
れいとうぎょ【冷凍魚】,レート＼ーキ゚ョ
れいとうこ【冷凍庫】,レート＼ーコ
れいとうしゃ【冷凍車】,レート＼ーシャ
れいとうしょくひん【冷凍食品】,レートーショ＼くヒン
れいとうせん【冷凍船】,レートーセン￣
れいとうほう【冷凍法】,レートーホー￣
レイトショー,レイト＼ショー
れいにく【冷肉】,レーニク￣
れいにくいっち【霊肉一致】,レ＼ーニク・イッチ￣
れいにゅう【戻入】,レーニュー￣
れいねん【例年】,レーネン￣
れいの【例の】,レ＼ーノ
れいはい【礼拝】,レーハイ￣
れいはい【０敗】,レーハイ￣
れいばい【冷媒】,レーバイ￣
れいばい【霊媒】,レーバイ￣
れいはいきょく【礼拝曲】,レーハ＼イキョク
れいはいどう【礼拝堂】,レーハイドー￣
れいひつ【麗筆】,レーひツ￣
れいひょう【冷評】,レーヒョー￣
れいびょう【霊びょう《×廟》】,レービョー￣
レイプ,レ＼イプ
れいふく【礼服】,レーふク￣
れいふじん【令夫人】,レーフ＼ジン
れいぶん【例文】,レーブン￣
れいほう【礼法】,レーホー￣
れいほう【礼砲】,レーホー￣
れいほう【霊峰】,レーホー￣
れいぼう【礼帽】,レーボー￣
れいぼう【冷房】,レーボー￣
れいぼうこう【礼奉公】,レーボ＼ーコー
れいぼうびょう【冷房病】,レーボービョー￣
れいぼく【霊木】,レーボク￣
れいまい【令妹】,レーマイ￣
れいまいり【礼参り】,レーマ＼イリ
れいまわり【礼回り】,レーマ＼ワリ
れいみょう【霊妙】,レーミョー￣
れいむ【霊夢】,レ＼ーム
れいめい【令名】,レーメー￣
れいめい【れい明《×黎》】,レーメー￣
れいめいき【れい明期《×黎》】,レーメ＼ーキ
れいめん【冷麺】,レ＼ーメン
れいもつ【礼物】,レーモツ￣
れいやく【霊薬】,レ＼ーヤク
れいよう【麗容】,レーヨー￣
れいよう《×羚羊》,レーヨー￣
れいらく【零落】,レーラク￣
れいり《×怜悧》,レ＼ーリ
れいりょう【冷涼】,レーリョー￣
れいりょく【霊力】,レ＼ーリョク
れいれいしい【麗々しい】,レーレーシ＼イ
れいれいしく【麗々しく】,レーレーし＼ク
レインコート,レインコ＼ート
レインシューズ,レインシュ＼ーズ
レインハット,レインハ＼ット
レインボー,レイ＼ンボー
レインボーブリッジ,レインボーブリ＼ッジ
レークプラシッド［地名］,レーくプラシ＼ッド
レーサー,レ＼ーサー
レーザー,レ＼ーザー
レーザーこうせん【レーザー光線】,レーザーコ＼ーセン
レーザーディスク,レーザーディ＼すク
レーシック,レ＼ーしック
レーシングカー,レーシンク゚＼カー
レース,レ＼ース
レース,レ＼ース
レーズン,レ＼ーズン
レーゾンデートル,レーゾンデ＼ートル
レーダー,レ＼ーダー
レート,レート￣
レーベル,レーベル￣
レーヨン［服飾］,レ＼ーヨン
レール,レール￣
レーン,レ＼ーン
レオタード［服飾］,レオタ＼ード
レガース［スポーツ］,レ＼ガース
レガッタ,レガ＼ッタ
れきがん【れき岩《×礫》】,レキカ゚ン￣
れきさつ【れき殺《×轢》】,レきサツ￣
れきし【歴史】,レきシ￣
れきし【れき死《×轢》】,レきシ￣
れきしか【歴史家】,レキしカ￣
れきしが【歴史画】,レきシカ゚￣
れきしがく【歴史学】,レきシ＼カ゚ク
れきしかん【歴史観】,レきシ＼カン
れきしげき【歴史劇】,レきシ＼ケ゚キ
れきししょ【歴史書】,レきシショ＼
れきしじょう【歴史上】,レきシジョー￣
れきじつ【暦日】,レキジツ￣
れきしてき【歴史的】,レキしテキ￣
れきしてきかなづかい【歴史的かなづかい】,レキしテきカナズ＼カイ
れきしにんしき【歴史認識】,レきシニ＼ンしキ
れきすう【暦数】,レきスー￣
れきせい【歴世】,レきセー￣
れきせいたん【れき青炭《×瀝》】,レきセータン￣
れきせん【歴戦】,レきセン￣
れきぜん【歴然】,レキゼン￣
れきだい【歴代】,レキ＼ダイ
れきだん【れき断《×轢》】,レキダン￣
れきど【れき土《×礫》】,レ＼キド
れきにん【歴任】,レキニン￣
れきねん【暦年】,レキネン￣
れきねん【歴年】,レキネン￣
れきほう【暦法】,レきホー￣
れきほう【歴訪】,レきホー￣
れきゆう【歴遊】,レキユー￣
レギュラー,レ＼ギュラー
レギュラーガソリン,レギュラーガ＼ソリン
レギュラーシーズン,レギュラーシ＼ーズン
レギュラーメンバー,レギュラーメ＼ンバー
れきらん【歴覧】,レキラン￣
れきれき【歴々】,レキレキ￣
レギンス［服飾］,レギンス￣
レクイエム,レク＼イエム
レクチャー,レ＼くチャー
レグホン,レ＼グホン
レクリエーション,レクリエ＼ーション
レゲエ［音楽］,レゲー￣
レコーディング,レコーディンク゚￣
レコード,レコ＼ード
レコードホルダー,レコードホ＼ルダー
レザー,レ＼ザー
レザークロス,レザーク＼ロス
レザーコート,レザーコ＼ート
レジ,レ＼ジ
レシート,レシ＼ート
レシーバー,レシ＼ーバー
レシーブ,レシ＼ーブ
レジェンド,レ＼ジェンド
レジオネラきん【レジオネラ菌】,レジオネラキン￣
レジスター,レジ＼すター
レジスタンス,レジ＼すタンス
レシチン,レ＼しチン
レシピ,レ＼しピ
レシピエント,レし＼ピエント
レシフェ［地名］,レ＼しフェ
レジぶくろ【レジ袋】,レジブ＼クロ
レジャー,レ＼ジャー
レジュメ,レジュメ￣
レスキュー,レ＼すキュー
レストハウス,レすトハ＼ウス
レストラン,レ＼すトラン
レズビアン,レズビ＼アン
レスポンス,レ＼すポンス
レスラー,レ＼スラー
レスリング,レ＼スリンク゚
レセプション,レセ＼ぷション
レセプト,レセぷト￣
レソト［地名］,レ＼ソト
レタス,レ＼タス
レタリング,レタリンク゚￣
れつ【列】,レ＼ツ
れつあく【劣悪】,レツアク￣
れっか【劣化】,レッカ￣
れっか【烈火】,レ＼ッカ
レッカーしゃ【レッカー車】,レッカ＼ーシャ
れっかウラン【劣化ウラン】,レッカウ＼ラン
れっき【列記】,レ＼ッキ
れっき,レッキ￣
れっきょ【列挙】,レ＼ッキョ
れっきょう【列強】,レッキョー￣
レッグウォーマー［服飾］,レッグウォ＼ーマー
れつご【列ご《×伍》】,レ＼ツコ゚
れっこく【列国】,レッコク￣
れつざ【列座】,レ＼ツザ
レッサーパンダ［動物］,レッサーパ＼ンダ
れっし【烈士】,レ＼ッシ
れつじつ【烈日】,レツジツ￣
れっしゃ【列車】,レッシャ￣
れつじゃく【劣弱】,レツジャク￣
れっしゃダイヤ【列車ダイヤ】,レッシャダ＼イヤ
れつじょ【烈女】,レ＼ツジョ
れっしょう【裂傷】,レッショー￣
れつじょう【劣情】,レツジョー￣
れっしん【烈震】,レッシン￣
れっする【列する】,レッス＼ル
レッスン,レ＼ッスン
れっせい【列聖】,レッセー￣
れっせい【劣性】,レッセー￣
れっせい【劣勢】,レッセー￣
れっせいいでん【劣性遺伝】,レッセーイ＼デン
れっせき【列席】,レッセキ￣
れっせきしゃ【列席者】,レッセき＼シャ
レッテル,レッテル￣
れつでん【列伝】,レツデン￣
レット［スポーツ］,レ＼ット
れっとう【列島】,レットー￣
れっとう【劣等】,レットー￣
れっとうかん【劣等感】,レット＼ーカン
レッドカード,レッドカ＼ード
レッドパージ,レッドパ＼ージ
れっぱく【裂ぱく《×帛》】,レッパク￣
れっぷ【烈婦】,レ＼ップ
れっぷう【烈風】,レップー￣
れつりつ【列立】,レツリツ￣
れつれつ【烈々】,レツレツ￣
レディー,レ＼ディー
レディーファースト,レディーファ＼ーすト
レディーメード,レディーメ＼ード
レトリック,レトリ＼ック
レトルト,レト＼ルト
レトルトしょくひん【レトルト食品】,レトルトショ＼くヒン
レトロ,レ＼トロ
レバー,レ＼バー
レバー［食］,レ＼バー
レパートリー,レパ＼ートリー
レバノン［地名］,レ＼バノン
レバレッジ,レ＼バレッジ
レビュー,レ＼ビュー
レビュー,レ＼ビュー
レファレンス,レ＼ファレンス
レフェリー,レ＼フェリー
レフト,レ＼ふト
レプリカ,レプ＼リカ
れぶん【礼文】［地名］,レ＼ブン
レベル,レ＼ベル
レベルアップ,レベルア＼ップ
レマンこ【レマン湖】［地名］,レマ＼ンコ
レムすいみん【レム睡眠】,レムス＼イミン
レモネード,レモネ＼ード
レモン,レ＼モン
レモンじる【レモン汁】,レモンジ＼ル
レモンすい【レモン水】,レモ＼ンスイ
レモンスカッシュ,レモンすカ＼ッシュ
レモンティー,レモ＼ンティー
レユニオンとう【レユニオン島】［地名］,レユニオントー￣
レリーフ,レリ＼ーフ
れん【連】,レ＼ン
れんあい【恋愛】,レンアイ￣
れんか【恋歌】,レ＼ンカ
れんか【廉価】,レ＼ンカ
れんが【連歌】［文学］,レ＼ンカ゚
れんが《×煉瓦》,レ＼ンカ゚
れんがあわせ【連歌合わせ】,レンカ゚ア＼ワセ
れんがづくり【れんが造り《×煉瓦》】,レンカ゚ズ＼クリ
れんかん【連関】,レンカン￣
れんき【連記】,レ＼ンキ
れんきせい【連記制】,レンきセー￣
れんきゅう【連休】,レンキュー￣
れんきゅうあけ【連休明け】,レンキューアケ￣
れんぎょう《×連翹》［植物］,レ＼ンキ゚ョー
れんぎん【連吟】,レンキ゚ン￣
れんきんじゅつ【錬金術】,レンキ＼ンジュツ
れんく【連句】［文学］,レンク￣
れんげ《×蓮華》,レンケ゚￣
れんけい【連係】【連携】,レンケー￣
れんけいプレー【連係プレー】,レンケープレ＼ー
れんげざ《×蓮華座》［仏教］,レンケ゚ザ￣
れんげそう《×蓮華草》［植物］,レンケ゚ソー￣
れんけつ【連結】,レンケツ￣
れんけつ【廉潔】,レンケツ￣
れんけつき【連結器】,レンケつ＼キ
れんげつつじ《×蓮華躑躅》［植物］,レンケ゚つツ＼ジ
れんこ【連呼】,レ＼ンコ
れんご【連語】,レンコ゚￣
れんこう【連行】,レンコー￣
れんごう【連合】,レンコ゚ー￣
れんごうかい【連合会】,レンコ゚＼ーカイ
れんごうぐん【連合軍】,レンコ゚＼ーク゚ン
れんごうこく【連合国】,レンコ゚＼ーコク
れんごうたい【連合体】,レンコ゚ータイ￣
れんごく【れん獄《×煉》】,レンコ゚ク￣
れんこだい《×連子鯛》,レンコ＼ダイ
れんこん《×蓮根》,レンコン￣
れんさ【連鎖】,レ＼ンサ
れんざ【連座】,レンザ￣
れんざ《×蓮座》［仏教］,レンザ￣
れんさい【連載】,レンサイ￣
れんさく【連作】,レンサク￣
れんさげき【連鎖劇】,レンサ＼ケ゚キ
れんさてん【連鎖店】,レンサ＼テン
れんさはんのう【連鎖反応】,レンサハ＼ンノー
れんざん【連山】,レ＼ンザン
れんし【連枝】,レ＼ンシ
れんし【錬士】,レ＼ンシ
れんじ【連子】［建築］,レンジ￣
レンジ,レ＼ンジ
れんじつ【連日】,レンジツ￣
れんじつれんや【連日連夜】,レンジツレ＼ンヤ
れんしゃ【連写】,レンシャ￣
れんしゃ【連射】,レンシャ￣
レンジャー,レ＼ンジャー
れんしゅ【連取】,レ＼ンシュ
れんじゅ【連珠】,レンジュ￣
れんしゅう【練習】,レンシュー￣
れんじゅう【連中】［芸能］,レンジュー￣
れんしゅうき【練習機】,レンシュ＼ーキ
れんしゅうきょく【練習曲】,レンシュ＼ーキョク
れんしゅうせい【練習生】,レンシュ＼ーセー
れんしゅうせん【練習船】,レンシューセン￣
れんしゅうちょう【練習帳】,レンシューチョー￣
れんしゅうぶそく【練習不足】,レンシューブ＼ソク
れんしゅうりょう【練習量】,レンシュ＼ーリョー
れんしょ【連署】,レンショ￣
れんしょう【連勝】,レンショー￣
れんじょう【恋情】,レンジョー￣
れんじょう【連声】,レンジョー￣
レンズ,レ＼ンズ
れんせい【錬成】,レンセー￣
れんせん【連戦】,レンセン￣
れんせんれんしょう【連戦連勝】,レンセン￣・レンショー￣
れんそう【連想】,レンソー￣
れんぞく【連続】,レンゾク￣
れんぞくしょうせつ【連続小説】,レンゾくショ＼ーセツ
れんぞくドラマ【連続ドラマ】,レンゾクド＼ラマ
れんぞくはん【連続犯】,レンゾく＼ハン
れんだ【連打】,レ＼ンダ
れんたい【連帯】,レンタイ￣
れんたい【連隊】,レンタイ￣
れんだい《×蓮台》［仏教］,レンダイ￣
れんだい【れん台《×輦》】［歴史］,レンダイ￣
れんたいかん【連帯感】,レンタ＼イカン
れんたいけい【連体形】,レンタイケー￣
れんたいし【連体詞】,レンタ＼イシ
れんたいしゅうしょくご【連体修飾語】,レンタイシューショクコ゚￣
れんたいちょう【連隊長】,レンタ＼イチョー
れんたいほしょう【連帯保証】,レンタイホ＼ショー
れんたいほしょうにん【連帯保証人】,レンタイホショーニン￣
レンタカー,レンタ＼カー
れんだく【連濁】,レンダク￣
レンタサイクル,レンタサ＼イクル
れんたつ【練達】,レンタツ￣
レンタル,レ＼ンタル
レンタルビデオ,レンタルビ＼デオ
れんたん【練炭】,レ＼ンタン
れんだん【連弾】,レンダン￣
れんち【廉恥】,レ＼ンチ
レンチ,レ＼ンチ
れんちしん【廉恥心】,レンチ＼シン
れんちゃく【恋着】,レンチャク￣
れんちゅう【連中】,レンチュー￣
れんちゅう《×簾中》［歴史］,レ＼ンチュー
れんちょく【廉直】,レンチョク￣
れんてつ【錬鉄，練鉄】,レンテツ￣
れんとう【連投】,レントー￣
れんどう【連動】,レンドー￣
レントゲン,レントゲン￣
レントゲンしゃしん【レントゲン写真】,レントゲンシャ＼シン
れんにゅう【練乳】,レンニュー￣
れんねん【連年】,レンネン￣
れんぱ【連破】,レ＼ンパ
れんぱ【連覇】,レ＼ンパ
れんばい【廉売】,レンバイ￣
れんぱい【連敗】,レンパイ￣
れんぱつ【連発】,レンパツ￣
れんぱつじゅう【連発銃】,レンパツ＼ジュー
れんばん【連判】［歴史］,レンバン￣
れんばん【連番】,レンバン￣
れんぱん【連判】［歴史］,レンパン￣
れんばんじょう【連判状】［歴史］,レンバンジョー￣
れんぱんじょう【連判状】［歴史］,レンパンジョー￣
れんびん《×憐憫》,レンビン￣
れんぶ【練武】,レ＼ンブ
れんぺい【練兵】,レンペー￣
れんぺいじしょく【連ぺい辞職《×袂》】,レンページ＼ショク
れんぺいじょう【練兵場】,レンページョー￣
れんぼ【恋慕】,レ＼ンボ
れんぽう【連邦】,レンポー￣
れんぽう【連峰】,レンポー￣
れんま【錬磨】,レ＼ンマ
れんめい【連名】,レンメー￣
れんめい【連盟】,レンメー￣
れんめいこく【連盟国】,レンメ＼ーコク
れんめん【連綿】,レンメン￣
れんや【連夜】,レ＼ンヤ
れんよう【連用】,レンヨー￣
れんようけい【連用形】,レンヨーケー￣
れんようしゅうしょくご【連用修飾語】,レンヨーシューショクコ゚￣
れんらく【連絡】,レンラク￣
れんらくかい【連絡会】,レンラく＼カイ
れんらくせん【連絡船】,レンラくセン￣
れんらくびん【連絡便】,レンラクビン￣
れんらくもう【連絡網】,レンラク＼モー
れんり【連理】,レ＼ンリ
れんりつ【連立】,レンリツ￣
れんりつせいけん【連立政権】,レンリつセ＼ーケン
れんりつほうていしき【連立方程式】,レンリツホーテ＼ーしキ
れんるい【連累】,レンルイ￣
れんれん【恋々】,レンレン￣
ろ【炉】,ロ￣
ろ【路】,ロ＼
ろ《×櫓》,ロ￣
ろ《×絽》,ロ￣
ろあくしゅみ【露悪趣味】,ロアくシュ＼ミ
ろあし【ろ脚《×櫓》】,ロアシ￣
ロイドめがね【ロイド眼鏡】,ロイドメ＼カ゚ネ
ロイヤリティー,ロイヤ＼リティー
ロイヤルボックス,ロイヤルボ＼ッくス
ろいろぬり【ろ色塗り《×蠟》】,ロイロヌリ￣
ろう【老】,ロ＼ー
ろう【労】,ロ＼ー
ろう【廊】,ロ＼ー
ろう【楼】,ロ＼ー
ろう《×牢》,ロ＼ー
ろう《×聾》,ロ＼ー
ろう《×蠟》,ロ＼ー
ろうあ《×聾啞》,ロ＼ーア
ろうあしゃ【ろうあ者《×聾啞》】,ローア＼シャ
ろうえい【朗詠】,ローエー￣
ろうえい【漏えい《×洩》】,ローエー￣
ろうえき【労役】,ローエキ￣
ろうおう【老翁】,ローオ＼ー
ろうおう【老おう《×媼》】,ローオ＼ー
ろうおう【老おう《×鶯》】,ローオー￣
ろうおく【ろう屋《×陋》】,ローオク￣
ろうか【老化】,ローカ￣
ろうか【廊下】,ローカ￣
ろうかい【老かい《×獪》】,ローカイ￣
ろうがい《×労咳》［歴史］,ローカ゚イ￣
ろうかく【楼閣】,ローカク￣
ろうかげんしょう【老化現象】,ローカゲ＼ンショー
ろうがっこう【ろう学校《×聾》】,ローカ゚＼ッコー
ろうかとんび【廊下とんび《×鳶》】,ローカト＼ンビ
ろうがみ【ろう紙《×蠟》】,ロ＼ーカ゚ミ
ろうがん【老眼】,ローカ゚ン￣
ろうがん【老顔】,ローカ゚ン￣
ろうがんきょう【老眼鏡】,ローカ゚ンキョー￣
ろうぎ《×老妓》,ロ＼ーキ゚
ろうきほう【労基法】,ローきホー￣
ろうきゅう【老朽】,ローキュー￣
ろうきゅう【籠球】,ローキュー￣
ろうきょう【老境】,ローキョー￣
ろうきょく【浪曲】,ローキョク￣
ろうきょくし【浪曲師】,ローキョく＼シ
ろうぎん【朗吟】,ローキ゚ン￣
ろうく【老く《×軀》】,ロ＼ーク
ろうく【労苦】,ロ＼ーク
ろうけつ《×﨟纈》,ローケツ￣
ろうけつぞめ【ろうけつ染め《×﨟纈》】,ローケツゾメ￣
ろうこ【ろう固《×牢》】,ロ＼ーコ
ろうご【老後】,ローコ゚￣
ろうこう【老巧】,ローコー￣
ろうこく【漏刻】,ローコク￣
ろうごく【ろう獄《×牢》】,ローコ゚ク￣
ろうこつ【老骨】,ローコツ￣
ろうさい【老妻】,ローサイ￣
ろうさい【労災】,ローサイ￣
ろうざいく【ろう細工《×蠟》】,ローザ＼イク
ろうさいにんてい【労災認定】,ローサイニ＼ンテー
ろうさく【労作】,ローサク￣
ろうさん《×老杉》,ローサン￣
ろうし【老死】,ローシ￣
ろうし【老師】,ロ＼ーシ
ろうし【労使】,ロ＼ーシ
ろうし【労資】,ロ＼ーシ
ろうし【浪士】,ロ＼ーシ
ろうし【ろう死《×牢》】,ローシ￣
ろうし【老子】［人名］,ローシ￣
ろうじ【ろう児《×聾》】,ロ＼ージ
ろうしかんけい【労使関係】,ローしカ＼ンケー
ろうしゃ【ろう者《×聾》】,ロ＼ーシャ
ろうしゅ【楼主】,ロ＼ーシュ
ろうじゅ【老儒】,ロ＼ージュ
ろうじゅ【老樹】,ロ＼ージュ
ろうしゅう【老醜】,ローシュー￣
ろうしゅう【ろう習《×陋》】,ローシュー￣
ろうじゅう【老中】［歴史］,ロ＼ージュー
ろうじゅく【老熟】,ロージュク￣
ろうしゅつ【漏出】,ローしュツ￣
ろうじょ【老女】,ロ＼ージョ
ろうしょう【老松】,ローショー￣
ろうしょう【老将】,ローショー￣
ろうしょう【朗笑】,ローショー￣
ろうしょう【朗唱】,ローショー￣
ろうじょう【老嬢】,ロージョー￣
ろうじょう【楼上】,ロージョー￣
ろうじょう【籠城】,ロージョー￣
ろうしょうふじょう【老少不定】,ローショーフ＼ジョー
ろうしょく【老職】,ローショク￣
ろうしん【老臣】,ローシン￣
ろうじん【老人】,ロージン￣
ろうしんし【老紳士】,ローシ＼ンシ
ろうじんホーム【老人ホーム】,ロージンホ＼ーム
ろうじんほけんしせつ【老人保健施設】,ロージンホケンシ＼セツ
ろうすい【老衰】,ロースイ￣
ろうすい【漏水】,ロースイ￣
ろうする【労する】,ロース＼ル
ろうする【弄する】,ロース＼ル
ろうする《×聾》,ロース＼ル
ろうせい【老生】,ロ＼ーセー
ろうせい【老成】,ローセー￣
ろうせい【労政】,ローセー￣
ろうせき【ろう石《×蠟》】,ローセ＼キ
ろうぜき《×狼藉》,ローゼキ￣
ろうぜきもの【ろうぜき者《×狼藉》】,ローゼキモノ￣
ろうせんせい【老先生】,ローセンセ＼ー
ろうそ【労組】,ロ＼ーソ
ろうそう【老僧】,ローソー￣
ろうそく《×蠟燭》,ローソ＼ク
ろうそくたて【ろうそく立て《×蠟燭》】,ローソく＼タテ
ろうぞめ【ろう染め《×蠟》】,ローゾメ￣
ろうたい【老体】,ロータイ￣
ろうたいか【老大家】,ロータ＼イカ
ろうたいこく【老大国】,ロータ＼イコク
ろうたける《×﨟長》,ロータケ＼ル
ろうちん【労賃】,ロ＼ーチン
ろうづけ【ろう付け《×蠟》】,ローズケ＼
ろうでん【漏電】,ローデン￣
ろうと【漏斗】,ロ＼ート
ろうとう【郎党】,ロートー￣
ろうどう【郎党】,ロードー￣
ろうどう【労働】,ロードー￣
ろうどうか【労働歌】,ロード＼ーカ
ろうどうかい【労働界】,ロード＼ーカイ
ろうどうきじゅんきょく【労働基準局】,ロードーキジュ＼ンキョク
ろうどうきじゅんほう【労働基準法】,ロードーキジュンホー￣
ろうどうくみあい【労働組合】,ロードーク＼ミアイ
ろうどうけん【労働権】,ロード＼ーケン
ろうどうじかん【労働時間】,ロードージ＼カン
ろうどうしゃ【労働者】,ロード＼ーシャ
ろうどうじょうけん【労働条件】,ロードージョ＼ーケン
ろうどうりょく【労働力】,ロード＼ーリョク
ろうどく【朗読】,ロードク￣
ろうとして《×牢》,ロ＼ートしテ
ろうなぬし【ろう名主《×牢》】,ローナ＼ヌシ
ろうにゃくなんにょ【老若男女】,ローニャクナ＼ンニョ
ろうにん【浪人】,ローニン￣
ろうにんぎょう【ろう人形《×蠟》】,ローニ＼ンキ゚ョー
ろうねん【老年】,ローネン￣
ろうのう【労農】,ローノー￣
ろうのうは【労農派】,ローノーハ￣
ろうば【老婆】,ロ＼ーバ
ろうばい《×狼狽》,ローバイ￣
ろうばい《×蠟梅》［植物］,ローバイ￣
ろうはいぶつ【老廃物】,ローハ＼イブツ
ろうばしん【老婆心】,ローバ＼シン
ろうひ【浪費】,ローヒ￣
ろうひか【浪費家】,ローひカ￣
ろうびき【ろう引き《×蠟》】,ロービキ￣
ろうびょう【老病】,ロービョー￣
ろうふ【老夫】,ロ＼ーフ
ろうふ【老父】,ロ＼ーフ
ろうふ【老婦】,ロ＼ーフ
ろうふうふ【老夫婦】,ローフ＼ーフ
ろうへい【老兵】,ローヘー￣
ろうほ【老舗】,ロ＼ーホ
ろうぼ【老母】,ロ＼ーボ
ろうほう【朗報】,ローホー￣
ろうぼく【老木】,ローボク￣
ろうぼく【老僕】,ローボク￣
ろうマッチ《×蠟》,ローマ＼ッチ
ろうまんしゅぎ【浪漫主義】,ローマンシュ＼キ゚
ろうまんは【浪漫派】,ローマンハ￣
ろうむ【労務】,ロ＼ーム
ろうむしゃ【労務者】,ローム＼シャ
ろうもう【老もう《×耄》】,ローモー￣
ろうもん【楼門】［建築］,ローモン￣
ろうや【老や《×爺》】,ロ＼ーヤ
ろうや【ろう屋《×牢》】,ローヤ＼
ろうやくにん【ろう役人《×牢》】,ローヤ＼クニン
ろうやぶぎょう【ろう屋奉行《×牢》】,ローヤブ＼キ゚ョー
ろうやぶり【ろう破り《×牢》】,ローヤ＼ブリ
ろうゆう【老雄】,ローユー￣
ろうゆう【老優】,ローユー￣
ろうよう【老幼】,ローヨー￣
ろうらい【老来】,ロ＼ーライ
ろうらく【籠絡】,ローラク￣
ろうらん【楼蘭】［地名］,ロ＼ーラン
ろうりょく【労力】,ロ＼ーリョク
ろうれい【老齢】,ローレー￣
ろうれいか【老齢化】,ローレーカ￣
ろうれつ【ろう劣《×陋》】,ローレツ￣
ろうれん【老練】,ローレン￣
ろうろう【朗々】,ローロー￣
ろうろう【浪々】,ローロー￣
ろうろうかいご【老老介護】,ローローカ＼イコ゚
ろうわ【朗話】,ローワ￣
ろえい【露営】,ロエー￣
ローカル,ロ＼ーカル
ローカルカラー,ローカルカ＼ラー
ローカルせん【ローカル線】,ローカルセン￣
ローカルニュース,ローカルニュ＼ース
ローカルルール,ローカルル＼ール
ローカルれっしゃ【ローカル列車】,ローカルレ＼ッシャ
ローザンヌ［地名］,ローザ＼ンヌ
ローション,ロ＼ーション
ロース,ロ＼ース
ローズ,ロ＼ーズ
ロースクール,ローすク＼ール
ロースター,ロ＼ーすター
ロースト,ロ＼ーすト
ローストチキン［食］,ローすトち＼キン
ローストビーフ［食］,ローすトビ＼ーフ
ロースハム［食］,ロースハ＼ム
ローズマリー［植物］,ローズマ＼リー
ロータリー,ロ＼ータリー
ロータリーエンジン,ロータリーエ＼ンジン
ロータリークラブ,ロータリーク＼ラブ
ローテーション,ローテ＼ーション
ロード,ロ＼ード
ロードゲーム,ロードゲ＼ーム
ロードショー,ロード＼ショー
ロードスとう【ロードス島】［地名］,ロードすトー￣
ロードマップ,ロードマ＼ップ
ロードレース,ロードレ＼ース
ロードワーク,ロードワ＼ーク
ローヌ［地名］,ロ＼ーヌ
ローヒール,ローヒ＼ール
ローブ,ロ＼ーブ
ロープ,ロ＼ープ
ローファー［服飾］,ローファー￣
ロープウエー,ロープウエ＼ー
ローブデコルテ［服飾］,ローブデコ＼ルテ
ローブモンタント［服飾］,ローブモ＼ンタント
ローマ［地名］,ロ＼ーマ
ローマじ【ローマ字】,ローマ＼ジ
ローマじつづり【ローマ字つづり《×綴》】,ローマジツ＼ズリ
